AB_Order,speaker_1,file_1,onset_1,offset_1,item_1,word_1,interval_1,sex_1,phone_1,language_1,triplet_id,target_other,file_2,interval_2,item_2,language_2,offset_2,onset_2,phone_2,sex_2,speaker_2,word_2,distance
OthTgt,FNiralee,stimuli_raw/wav/FNiralee2.wav,19.69967,20.28724,FNiralee2_5,AKHA,5,F,kʰ,ENG,t_0860654,TGT,stimuli_raw/wav/Mnirbhay1.wav,5,Mnirbhay1_5,ENG,28.24,27.76,kʰ,M,Mnirbhay,AKHA,0.22678769140877342
TgtOth,Mrajesh,stimuli_raw/wav/Mrajesh1.wav,35.21,35.69,Mrajesh1_4,AKHA,4,M,kʰ,ENG,t_0965533,TGT,stimuli_raw/wav/Fbhavya1.wav,6,Fbhavya1_6,ENG,43.35,42.9,kʰ,F,Fbhavya,AKHA,0.25024316860158174
OthTgt,FNiralee,stimuli_raw/wav/FNiralee2.wav,19.69967,20.28724,FNiralee2_5,AKHA,5,F,kʰ,ENG,t_0861752,TGT,stimuli_raw/wav/Mnirbhay1.wav,6,Mnirbhay1_6,ENG,30.12,29.65,kʰ,M,Mnirbhay,AKHA,0.23419788062175703
TgtOth,FNiralee,stimuli_raw/wav/FNiralee1.wav,65.94037,66.46534,FNiralee1_5,AKHA,5,F,kʰ,ENG,t_0860735,TGT,stimuli_raw/wav/Mnirbhay1.wav,5,Mnirbhay1_5,ENG,28.24,27.76,kʰ,M,Mnirbhay,AKHA,0.2105931362243731
OthTgt,Mrajesh,stimuli_raw/wav/Mrajesh2.wav,19.21365,19.62,Mrajesh2_4,AKHA,4,M,kʰ,ENG,t_0965575,TGT,stimuli_raw/wav/Fbhavya1.wav,6,Fbhavya1_6,ENG,43.35,42.9,kʰ,F,Fbhavya,AKHA,0.271088551327581
TgtOth,Mrajesh,stimuli_raw/wav/Mrajesh2.wav,28.58212,28.97,Mrajesh2_8,AGA,8,M,g,ENG,t_0486359,TGT,stimuli_raw/wav/Fbhavya2.wav,7,Fbhavya2_7,ENG,29.4414,29.04,g,F,Fbhavya,AGA,0.21194558594866802
OthTgt,FNiralee,stimuli_raw/wav/FNiralee2.wav,31.150879999999997,31.74054000000001,FNiralee2_9,AGA,9,F,g,ENG,t_0862941,TGT,stimuli_raw/wav/Mnirbhay1.wav,7,Mnirbhay1_7,ENG,45.27,44.81,g,M,Mnirbhay,AGA,0.21880193787102573
TgtOth,Mrajesh,stimuli_raw/wav/Mrajesh1.wav,57.22747,57.630109999999995,Mrajesh1_9,AGA,9,M,g,ENG,t_0968055,TGT,stimuli_raw/wav/Fbhavya1.wav,8,Fbhavya1_8,ENG,58.61,58.22,g,F,Fbhavya,AGA,0.23533695279075864
OthTgt,FNiralee,stimuli_raw/wav/FNiralee2.wav,31.150879999999997,31.74054000000001,FNiralee2_9,AGA,9,F,g,ENG,t_0862455,TGT,stimuli_raw/wav/Mnirbhay1.wav,7,Mnirbhay1_7,ENG,45.27,44.81,g,M,Mnirbhay,AGA,0.21880193787102573
TgtOth,FNiralee,stimuli_raw/wav/FNiralee1.wav,90.87186,91.33874,FNiralee1_9,AGA,9,F,g,ENG,t_0864606,TGT,stimuli_raw/wav/Mnirbhay1.wav,9,Mnirbhay1_9,ENG,49.04,48.62,g,M,Mnirbhay,AGA,0.22914762219384052
OthTgt,Mrajesh,stimuli_raw/wav/Mrajesh1.wav,57.22747,57.630109999999995,Mrajesh1_9,AGA,9,M,g,ENG,t_0969483,TGT,stimuli_raw/wav/Fbhavya1.wav,9,Fbhavya1_9,ENG,60.695809999999994,60.24,g,F,Fbhavya,AGA,0.24558302764053583
TgtOth,Mrajesh,stimuli_raw/wav/Mrajesh1.wav,57.22747,57.630109999999995,Mrajesh1_9,AGA,9,M,g,ENG,t_0485766,TGT,stimuli_raw/wav/Fbhavya2.wav,7,Fbhavya2_7,ENG,29.4414,29.04,g,F,Fbhavya,AGA,0.2241113685909109
